diplomacy	<div>dɪplóʊməsi<br></div>外交	
amplify	<div>ˈæmpləfὰɪ<br></div>（動）増幅する、拡大する	
zenith	<div>[zíːnɪθ]</div>（the〜）天頂、頂点	
pound	<div>pάʊnd<br></div>（名）ポンド（英国の通貨、重さの単位）<div>（動）どんどん叩く</div>	
drizzle	<div>drízl<br></div>（名）霧雨<div>（動）霧雨が降る</div>	
immunity	<div>ɪmjúːnəṭi<br></div>免疫	
pump	<div>pˈʌmp<br></div>（名）ポンプ<div>（動）ポンプで水をくむ</div>	
undermine	<div>ˈʌndɝˌmaɪn<br></div>（動）侵食する、（名声などを）傷つける、衰えさせる、下を掘る	
pristine	<div>prístiːn<br></div>損なわれていない、原子の、汚れていない	
cherish	<div>tʃérɪʃ<br></div>（愛情をこめて）大事にする、かわいがる	
infamous	<div>ínfəməs<br></div>（形）悪名高い、不名誉な	
resolute	<div>rézəlùːt<br></div>断固とした、固く決心した	
Venus	<div>víːnəs<br></div>金星	
nourish	<div>nˈɚːrɪʃ<br></div>養う、肥料をやる	
spectacular	<div>spektˈækjʊlɚ<br></div>壮観な	
autobiography	<div>`ɔːṭəbɑɪάgrəfi<br></div>（名）自叙伝	
shabby	<div>ʃˈæbi<br></div>（形）みすぼらしい<div><br></div><div><div><div>a&nbsp;shabby&nbsp;old man</div><div>みすぼらしいなりをした老人</div></div></div>	
starch	<div>stάɚtʃ<br></div>でんぷん（質）、（洗濯用）のり	
prelude	<div>prél(j)uːd<br></div>（名）（通例 a〜）前触れ、前奏曲<div>（動）前兆となる、導入する</div>	
fertilizer	<div>ˈfɝtʌˌlaɪzɝ<br></div>（名）肥料	
subsistence	<div>səbsístəns<br></div>生存、生計	
choreograph	<div>[kˈɔːriəgr`æf]</div>（ダンスなどの）振り付けをする	
breeze	<div>bríːz<br></div>（名）そよ風<div>（動）軽やかに動く</div>	
basin	<div>béɪsn<br></div>（名）盆地、洗面器	
superstition	<div>sùːpɚstíʃən<br></div>迷信	
rage	<div>réɪdʒ<br></div>（名）激怒<div>（動）激怒する</div>	
indignant	<div>ɪndígnənt<br></div>（形）憤慨した、怒った	
pollination	<div>ˌpɑlʌˈneʃʌn<br></div>（名）（植物の）受粉	
bud	<div>bˈʌd<br></div>（名）芽、つぼみ<div>（動）発芽</div>	
fluctuate	<div>flˈʌktʃuèɪt<br></div>不規則に変動（変化）する	
stubborn	<div>stˈʌbɚn<br></div>（形）頑固な<div><br></div><div>a stubborn&nbsp;man<br>頑固な男<br></div>	
oblige	<div>əblάɪdʒ<br></div>（動）〜せざるを得ない、義務を負わせる<div><br></div><div>The law&nbsp;obliges&nbsp;us to&nbsp;pay&nbsp;taxes.</div><div>法律によって税金は払わなければならないことになっている。<br></div>	
humane	<div>hjuːméɪn<br></div>（形）慈悲深い、思いやりのある、人道にかなった	
radiate	<div>réɪdièɪt<br></div>（光を）放射する、発散する	
courageous	<div>kəréɪdʒəs<br></div>勇気のある	
unanimous	<div>juːnˈænəməs<br></div>満場一致の	
faint（動詞と形容詞の意味それぞれ）	<div>féɪnt<br></div>（動）卒倒する<div>（形）かすかな、弱々しい</div>	
ferment	<div>fɚ(ː)mént<br></div>（動）発酵させる、動揺させる<div>（名）発酵、動揺</div><div><br></div><div>ferment&nbsp;grapes</div><div>ブドウを発酵させる<br></div>	
discern	<div>dɪsˈɚːn<br></div>見分ける、（〜であることが）わかる	
geyser	<div>gάɪzɚ<br></div>間欠泉	
impermeable	<div>ìmpˈɚːmiəbl<br></div>（形）（水や光などを）通さない、不浸透性の	
brink	<div>bríŋk<br></div>（名）縁、際	
jolly	<div>dʒάli<br></div>楽しい、愉快な	
configuration	<div>kənfìgjʊréɪʃən<br></div>配置、形状	
hostility	<div>hɑstíləṭi<br></div>敵意	
resent	<div>rɪzént<br></div>（動）憤慨する、恨む	
sovereign	<div>[sάv(ə)rən]</div>（名）主権者、君主<div>（形）主権を有する、独立した</div>	
pier	<div>píɚ</div>（名）桟橋、埠頭<div><br><div>a&nbsp;landing&nbsp;pier</div><div>（上陸用）桟橋<br></div></div>	
contemplate	<div>kάnṭəmplèɪt<br></div>熟考する	
frantic	<div>frˈænṭɪk<br></div>（形）熱狂した、狂乱した	
arid	<div>[ˈærɪd]</div>（形）乾燥した、不毛の、（話などが）つまらない	
combustible	<div>kəmbˈʌstəbl<br></div>（形）可燃性の、燃えやすい<div>（名）（通例〜s）可燃物</div>	
estuary	"<div>éstʃuèri<br></div>（名）河口<div><br></div><div><img src=""paste-02a30e77e1f3122dec30243ba984e3d422b16c4a.jpg""><br></div>"	
vent	<div>vént<br></div>（名）（液体や気体が抜ける）穴、通気口	
statutory	<div>stˈætʃʊt`ɔːri<br></div>（形）法定の、法令による<div><br></div><div><div><div>statutory&nbsp;restrictions</div><div>法令による制限</div></div></div>	
drain	<div>dréɪn<br></div>（動）排水する<div>（名）排水管</div>	
demanding	<div>dɪˈmændɪŋ<br></div>きつい	
aquatic	<div>əkwάṭɪk<br></div>（形）水生の、水中の	
geothermal	<div>dʒìːoʊθˈɚːm(ə)l<br></div>地熱の	
flora	<div>flˈɔːrə<br></div>（通例 the〜）（ある地方・時代の）植物相、全植物	
contaminate	<div>kəntˈæmənèɪt<br></div>（動）汚染する、悪影響を及ぼす<div><br></div><div>The&nbsp;drinking water&nbsp;has become&nbsp;contaminated&nbsp;with lead.<br></div><div>その飲み水は鉛で汚染されている。</div>	
dormant	<div>dˈɔɚmənt<br></div>（火山が）活動休止中の、休眠中の	
deposition	<div>dèpəzíʃən<br></div>（名）堆積物、免職	
scrutiny	<div>skrúːṭəni<br></div>精密な調査、検査	
fallacious	<div>fəléɪʃəs<br></div>誤った、当てにならない<div><br></div><div><div><div>fallacious&nbsp;reasoning</div><div>誤った推論</div></div></div>	
quiescent	<div>kwɑɪésnt</div>（形）無活動の、静止した<div><br></div><div>a&nbsp;dormant&nbsp;or&nbsp;quiescent&nbsp;state<br></div><div>眠っているまたは静止した状態<br></div>	
glacial	<div>gléɪʃəl<br></div>（形）氷河時代の、氷の（人や態度などが）冷淡な	
aquifer	<div>ˈækwɪfɚ<br></div>（名）帯水層	
fur	<div>fˈɚː<br></div>毛皮	
enchant	<div>ɪntʃˈænt<br></div>（動）魅了する	
flawless	<div>ˈflɔːləs<br></div>傷のない、完全な	
flammable	<div>flˈæməbl<br></div>可燃性の	
improvise	<div>[ímprəvὰɪz]</div>即興で演奏する、即席に作る	
granite	"<div>grˈænɪt<br></div>（名）花こう岩<div><br></div><div><img src=""gr.jpeg""><br></div>"	
enzyme	<div>énzɑɪm<br></div>酵素	
viscosity	<div>vɪskάsəṭi<br></div>粘着性、粘度、粘性	
glue	<div>glúː<br></div>（名）接着剤、にかわ、のり<div>（動）接着剤でつける</div>	
rhinoceros	<div>[rɑɪnάs(ə)rəs]</div>サイ	
tease	<div>tíːz<br></div>からかう	
applaud	<div>əplˈɔːd<br></div>（動）拍手喝采する<div><br></div><div><div><div>The&nbsp;singer&nbsp;was&nbsp;applauded&nbsp;by the&nbsp;audience.</div><div>歌手は聴衆から拍手を受けた。</div></div></div>	
rodent	<div>róʊdnt<br></div>（ネズミやウサギなどの）齧歯動物	
weep	<div>wíːp<br></div>泣く	
irrigate	<div>írəgèɪt<br></div>（動）水を引く<div><br></div><div>to&nbsp;irrigate&nbsp;the&nbsp;rice-fields<br></div><div>田に水を注ぐ<br></div>	
aerial	<div>é(ə)riəl<br></div>空中の、空気の	
statute	<div>stˈætʃuːt<br></div>法令	
dictator	<div>díkteɪṭɚ<br></div>独裁者	
cactus	<div>kˈæktəs<br></div>サボテン	
abduction	<div>æbdˈʌkʃən<br></div>（名）誘拐	
arrogant	<div>[ˈærəg(ə)nt]</div>（形）傲慢な	
primordial	<div>prɑɪmˈɔɚdiəl<br></div>原始の、最初の、本源的な	
strait	<div>stréɪt<br></div>（しばしば〜sで単数扱い）海峡	
optical	<div>άptɪk(ə)l<br></div>視覚の、光学の	
Frigid Zone	<div>frídʒɪd<br></div>（the 〜）寒帯	
hibernate	<div>hάɪbɚnèɪt<br></div>（動物が）冬眠する、冬ごもりする	
figurative	<div>fígjʊrəṭɪv<br></div>（形）比喩的な、（絵などで）表現した<div><br></div><div>a&nbsp;figurative&nbsp;use of&nbsp;a word</div><div>言葉の比喩的な用法<br></div>	
autonomy	<div>ɔːtάnəmi<br></div>（名）自治（権）、自主性、自律	
shed	<div>ʃéd<br></div>（動）（葉や羽などを）落とす、（光などを）放つ<div>（名）小屋</div>	
jury	<div>[dʒˈʊ(ə)ri]</div>陪審（員団）、審査員団	
riot	<div>rάɪət<br></div>暴動	
delinquent	<div>dɪlíŋkwənt<br></div>非行の、義務不履行（怠慢）の	
spine	<div>spάɪn<br></div>脊柱、背骨	
intimate	<div>ínṭəmət<br></div>（形）熟知した、親密な、仲の良い、内々の、私事の<div>※ intimates だと女性の下着類（名詞）</div>	
edible	<div>édəbl<br></div>（形）食べられる<div><br></div><div>edible mushrooms<br>食べられるキノコ<br></div>	
engrave	<div>engréɪv<br></div>（動）（石などに文字や図案を）彫る、刻む	
sediment	<div>sédəmənt<br></div>（名）堆積物、沈殿物	
nostril	<div>nάstrəl<br></div>鼻孔	
hostile	<div>hάstl<br></div>（形）敵意のある<div><br></div><div>a&nbsp;hostile&nbsp;army<br></div><div>敵軍</div>	
deliberately	<div>dɪlíb(ə)rətli<br></div>故意に、わざと、慎重に	
candid	<div>kˈændɪd<br></div>（形）公平な、素直な<div><br></div><div>a&nbsp;candid&nbsp;decision<br></div><div>公平な決定<br></div>	
intellect	<div>ínṭəlèkt<br></div>知力、知性、（the 〜s）知識人	
judicial	<div>dʒuːdíʃəl<br></div>（形）司法の、裁判の	
perimeter	<div>pəríməṭɚ<br></div>（名）（図形の）周囲<div><br></div><div>What&nbsp;is&nbsp;the&nbsp;perimeter&nbsp;of&nbsp;this&nbsp;polygon?</div><div>この多角形の周囲の長さはどのくらいか。<br></div>	
barley	<div>bάɚli<br></div>（名）大麦	
pessimism	<div>pésəmìzm<br></div>悲観主義	
onset	<div>ˈɔnˌsɛt<br></div>（the 〜）始まり、着手、（病気などの）兆候<div><br></div><div>the&nbsp;onset&nbsp;of a&nbsp;cold<br></div><div>かぜの徴候<br></div>	
hippopotamus	<div>hìpəpάṭəməs<br></div>カバ	
embrace	<div>embréɪs<br></div>（動）（主義などを）採用する、抱きしめる、積極的に受け入れる、快諾する	
seemingly	<div>ˈsimɪŋli<br></div>うわべは	
fictitious	<div>fɪktíʃəs<br></div>創作の、架空の、偽りの	
thermal	<div>θˈɚːm(ə)l<br></div>温泉の、温度（熱）の	
lavish	<div>lˈævɪʃ<br></div>（動）気前よく与える、浪費する<div>（形）気前のよい、豊富な</div>	
refugee	<div>rèfjʊdʒíː<br></div>避難民	
reap	<div>ríːp<br></div>収穫する	
retina	<div>[réṭənə]</div>（目の）網膜	
cling	<div>klíŋ<br></div>（動）しがみつく、くっつく<div><br></div><div>Her&nbsp;wet clothes&nbsp;clung&nbsp;to&nbsp;her body.</div><div>ぬれた服は彼女の体にくっついた。<br></div>	
antelope	<div>ˈænṭəlòʊp<br></div>（名）（インパラやガゼルなどのウシ科）アンテロープ	
hare	<div>[héɚ]</div>野ウサギ	
vapor	<div>véɪpɚ<br></div>（名）蒸気<div><br><div>water&nbsp;vapor<br></div></div><div>水蒸気<br></div>	
ample	<div>ˈæmpl<br></div>（形）十分な、豊富な、広い<div><br></div><div>There is&nbsp;ample&nbsp;space&nbsp;for a&nbsp;garage.<br>車庫を作るのに十分な広さがある。<br></div>	
daring	<div>dé(ə)rɪŋ<br></div>（形）大胆な<div><br></div><div>a&nbsp;daring&nbsp;act</div><div>大胆な行動<br></div>	
roar	<div>rˈɔɚ<br></div>（動）（ライオンなどが）ほえる<div>（名）ほえ声、轟音</div>	
coward	<div>[kάʊɚd]</div>（名）臆病者	
cedar	"<div>síːdɚ<br></div>ヒマラヤスギ<div><br></div><div><img src=""ce.jpeg""><br></div>"	
immune	<div>ɪmjúːn<br></div>免疫のある、免疫の	
casualty	<div>kˈæʒuəlti<br></div>災害、死傷者、損害	
humble	<div>hˈʌmbl<br></div>謙虚な、つつましい、惨めな	
thaw	<div>θˈɔː<br></div>（動）解ける、和らぐ、解かす、暖める<div>（名）雪解け</div>	
excursion	<div>ɪkskˈɚːʒən<br></div>遠足	
ingenuity	<div>ìndʒən(j)úːəṭi<br></div>（名）創意、器用さ<div><br></div><div>exercise&nbsp;ingenuity<br></div><div>工夫を凝らす<br></div>	
brood	<div>[brúːd]</div>（動）（鳥が）卵を抱く<div>（名）一腹の子（ヒナ）</div><div>（形）繁殖用の</div><div><br></div><div>of a&nbsp;bird,&nbsp;to&nbsp;brood&nbsp;over eggs&nbsp;for&nbsp;hatching<br></div><div>親鳥が卵を抱いてかえす<br></div>	
airborne	<div>ˈɛˌrbɔrn<br></div>（形）浮遊して、（花粉や種などが）風媒の、空輸の	
specimen	<div>spésəmən<br></div>標本	
drowsy	<div>drάʊzi<br></div>眠い、眠気を誘う	
amphibian	<div>æmfíbiən</div>（名）両生動物、水陸両用飛行機（戦車）<div>（形）水陸両生の</div>	
epicenter	<div>épɪsènṭɚ<br></div>（名）（地震の）震央	
condemn	<div>kəndém<br></div>（動）非難する、とがめる	
undergo	<div>`ʌndɚgóʊ<br></div>経験する	
census	<div>sénsəs<br></div>人口調査、国勢調査	
heave	<div>híːv<br></div>持ち上げる、投げる、上がる	
prey	<div>préɪ<br></div>（名）餌食、獲物<div>（動）捕食する</div>	
condensation	<div>kὰndenséɪʃən<br></div>（名）凝結、（凝結した）水滴<div><br></div><div>The wall&nbsp;was wet with&nbsp;condensation.<br></div><div>壁が汗をかいていた。<br></div>	
chronic	<div>krάnɪk<br></div>慢性の	
arable	<div>ˈærəbl</div>（形）耕作に適した、耕地向きの<div><br></div><div>arable&nbsp;land<br></div><div>耕地</div>	
colloquial	<div>kəlóʊkwiəl<br></div>口語的な、会話的な	
indict	<div>ɪndάɪt<br></div>（動）起訴する、告発する	
insult	<div>[ínsʌlt]</div>（動）辱める	
squirrel	<div>skwˈɚːrəl<br></div>リス	
deceive	<div>dɪsíːv<br></div>（動）だます、思い違いをする<div><br></div><div>I&nbsp;never&nbsp;deceive&nbsp;my&nbsp;friends.<br>私は友人をだましたりしない。<br></div>	
submersible	<div>səbmˈɚːsəbl<br></div>潜水艦	
vicious	<div>víʃəs<br></div>悪い、悪徳の	
inject	<div>[ɪndʒékt]</div>注射する、注入する	
biosphere	<div>ˈbaɪoˌsfɪr<br></div>（名）（通例 the〜）生物圏	
owl	<div>άʊl<br></div>フクロウ	
calamity	<div>kəlˈæməṭi<br></div>災難、災害	
vocational	<div>voʊkéɪʃ(ə)nəl<br></div>職業の	
vogue	<div>vóʊg<br></div>（通例 a〜）流行	
expenditure	<div>ɪkspéndɪtʃɚ<br></div>（名）支出、（〜s）経費、費用	
digestive	<div>dɑɪdʒéstɪv<br></div>消化の、消化を助ける	
minute 発音は[mɑɪnjúːt]	（形）詳細な、微細な	
convex	<div>kὰnvéks<br></div>（名）凸面<div>（形）凸状の</div>	
clam	<div>klˈæm<br></div>（ハマグリなどの）二枚貝	
pact	<div>pˈækt<br></div>条約	
dwarf	<div>dwˈɔɚf<br></div>（動）（対照的に）小さく見せる<div>（名）小人</div>	
dorsal	<div>dˈɔɚsl<br></div>背面にある	
vanish	<div>vˈænɪʃ<br></div>（自）消える、見えなくなる	
cobblestone street	<div>ˈkɑbʌˌlston<br></div>石で舗装された道	
tilt	<div>tílt<br></div>（動）傾かせる、傾く<div>（名）傾き</div><div><br></div><div>She&nbsp;tilted&nbsp;her&nbsp;head to&nbsp;one side.<br>彼女は首をかしげた。<br></div>	
catalyst	<div>kˈæṭəlɪst<br></div>（名）触媒	
advent	<div>ˈædvent<br></div>（名）（the 〜）到来、（the A-）降臨	
predatory	<div>prédət`ɔːri<br></div>捕食性の	
brisk	<div>brísk<br></div>（形）きびきびした、活気のある	
fungus	<div>fˈʌŋgəs<br></div>（名）（キノコ・カビ・酵母などの）菌類	
oak	<div>óʊk<br></div>オーク（カシの木など）	
obedient	<div>oʊbíːdiənt<br></div>従順な	
sting	<div>stíŋ<br></div>（動）刺す<div>（名）刺すこと</div>	
absorb	<div>əbsˈɔɚb<br></div><div>（動）夢中にさせる、吸収する</div>	
attributable	<div>ətríbjʊṭəbl<br></div>（形）原因が〜のせいとされる	
intangible	<div>ìntˈændʒəbl<br></div>触ることのできない、無形の	
twig	<div>twíg<br></div>小枝	
ranch	<div>rˈæntʃ<br></div>牧場	
tract	<div>trˈækt<br></div>（名）土地、地域、（海や空などの）広がり<div><br></div><div><div><div>a&nbsp;wooded&nbsp;tract</div><div>森林地帯</div></div></div>	
seize	<div>síːz</div>（動）（敵陣などを）奪う、捕まえる、掴み取る、押収する<div><br></div><div>He&nbsp;seized&nbsp;the&nbsp;gun&nbsp;from&nbsp;the bank&nbsp;robber.<br>彼は銀行強盗から銃を取り上げた。<br></div>	
terrestrial	<div>təréstriəl</div>（形）陸生の、地球の<div><br></div><div>terrestrial&nbsp;heat</div><div>地熱<br></div>	
honeycomb	<div>ˈhʌniːkəʊm<br></div>蜂の巣状のもの、ミツバチの巣	
cluster	<div>klˈʌstɚ<br></div>（名）房、集団、群れ<div>（動）群生する</div>	
excavate	<div>[ékskəvèɪt]</div>（動）発掘する、穴を掘る	
curator	<div>kjˈʊ(ə)reɪṭɚ<br></div>（図書館・美術館などの）館長、管理者	
limb	<div>lím<br></div>手足	
dim	<div>dím<br></div>かすんだ	
congest	<div>kəndʒést<br></div>（通例受身形で）混雑する、いっぱいになる	
dairy	<div>dé(ə)ri<br></div>乳製品、酪農	
customary	<div>kˈʌstəmèri<br></div>習慣的な	
acting	<div>ˈækṭɪŋ<br></div>代理の、活動中の	
Temperate Zone	<div>témp(ə)rət<br></div>（the〜）温帯	
injustice	<div>ìndʒˈʌstɪs<br></div>不正、不法	
fabricate	<div>fˈæbrɪkèɪt<br></div>作り上げる、でっちあげる、製作する	
rub	<div>rˈʌb<br></div>（動）こする、摩擦する<div>（名）（通例 a〜）こすること</div><div><br></div><div>rub the&nbsp;floor with&nbsp;a&nbsp;mop<br>床をモップでごしごしふく<br></div>	
affair	<div>əféɚ<br></div>（名）事件、事柄、（〜s）業務<div><br></div><div>a sad&nbsp;affair</div><div>悲しい出来事<br></div>	
burgeon	<div>bˈɚːdʒən<br></div>（動）急速に発展する、芽生える<div>（名）新芽</div><div><br></div><div>The&nbsp;burgeoning&nbsp;administration</div><div>急成長する政権<br></div>	
peasant	<div>péznt<br></div>（名）農民	
lunatic	<div>lúːnətìk<br></div>（形）狂気じみた、ばかげた<div><br></div><div>a&nbsp;person who is&nbsp;a&nbsp;lunatic<br></div><div>気が狂った人</div>	
decent	<div>díːsnt<br></div>（形）礼儀正しい、かなりの	
fraud	<div>frˈɔːd<br></div>詐欺、不正行為	
ballot	<div>bˈælət<br></div>（名）投票<div>（動）投票する</div>	
carbohydrate	<div>kὰɚboʊhάɪdreɪt<br></div>炭水化物	
livestock	<div>lάɪvstάk<br></div>家畜	
absurd	<div>əbsˈɚːd<br></div>（形）ばかばかしい、不合理な	
weather（動詞の意味は？）	<div>wéðɚ<br></div>（動）風化させる、風雨にさらす<div>（名）天候</div>	
urbane	<div>ɚːbéɪn<br></div>洗練された、都会風の、垢抜けした	
tremble	<div>trémbl<br></div>（恐怖、地震などで）震える	
imminent	<div>ímənənt</div>（形）今にも起こりそうな、差し迫った、切迫した<div><br></div><div><div><div>imminent&nbsp;danger</div><div>差し迫った危険</div></div></div>	
sustain	<div>səstéɪn<br></div>支える、耐える、維持する	
edifice	<div>édəfɪs<br></div>（宮殿・教会など堂々とした）建物、体系<br>	
aviation	<div>èɪviéɪʃən<br></div>（名）航空（学）、飛行	
rebate	<div>ríːbeɪt<br></div>（支払った額の一部の）払い戻し、リベート<br>	
ding	<div>díŋ<br></div>（名）傷<div>（動）ジャンと鳴る</div>	
dent	<div>dént<br></div>（固いものに当たったり、打ったりしてできる）くぼみ、へこみ、（弱めるような）影響	
take over	引き継ぐ、引き取る、買収する、（…を）持っていく	
moss	<div>mˈɔːs<br></div>（植物の）コケ	
infrared rays	<div>ˌɪnfrɝˈɛd<br></div>赤外線	
lament	<div>ləmént<br></div>（動）悲しむ<div>（名）悲嘆</div><div><br></div><div>lament&nbsp;for the&nbsp;death of&nbsp;a&nbsp;friend<br></div><div>友の死を嘆き悲しむ<br></div>	
confront	<div>kənfrˈʌnt<br></div>直面する	
sled	<div>sléd<br></div>（名）そり<div>（動）そりに乗る</div><div><br></div><div>ride on&nbsp;a sled<br>そりに乗る<br></div>	
dignify	<div>dígnəfὰɪ<br></div>威厳をつける	
testify	<div>téstəfὰɪ<br></div>証言する、証明する	
cavity	<div>[kˈævəṭi]</div>空洞、虫歯（の穴）	
gratitude	<div>grˈæṭət(j)ùːd<br></div>（名）謝意<div><br></div><div>with&nbsp;gratitude</div><div>感謝して<br></div>	
cultivate	<div>kˈʌltəvèɪt<br></div>（土地を）耕す、修養する、養殖する	
respiration	<div>rèspəréɪʃən<br></div>呼吸	
gut	<div>gˈʌt<br></div>腸、はらわた、根性	
lessen	<div>lésn<br></div>減らす、小さくする	
prescribe	<div>prɪskrάɪb<br></div>（動）処方する、（…の）処方を書く、（…を）（規則・方針として）定める、規定する	
perch	<div>pˈɚːtʃ<br></div>（名）（鳥かごなどの）止まり木<div>（動）（鳥が）止まる</div>	
